"8","Жителей Волгограда обескуражил бережливый водитель городского автобуса который решил забрать себе ос","Жителей Волгограда обескуражил бережливый водитель городского автобуса который решил забрать себе остатки свежеуложенного асфальта недавно появившегося на остановке в поселке Водстрой в Тракторозаводском районе Блокнот Волгограда"
"2","В центре Волжского пресекли деятельность подпольного казиноПо версии оперативников к противоправной ","В центре Волжского пресекли деятельность подпольного казиноПо версии оперативников к противоправной деятельности причастен 27летний местный житель как предполагаемый организатор игорного бизнеса и две его сообщницы выступавшие администраторами заведенияСледствием установлено что нелегальный бизнес проработал около трех месяцев Из помещения подпольного казино изъято 10 игровых аппаратов компьютерная техника выручка от криминальной деятельности в размере 66 тысяч рублей мобильные телефоны и черновая бухгалтерияГородские вестиФото предоставлено прессслужбой СУ СКР по Волгоградской области"
"2","«Городские вести» разбирают все нюансы грядущей стройки","«Городские вести» разбирают все нюансы грядущей стройки"
"3","В Волгоградской области продолжается взлет цен на ряд основных продовольственных товаровВ списке под","В Волгоградской области продолжается взлет цен на ряд основных продовольственных товаровВ списке подорожавших продуктов лидирует сахарный песок За неделю его стоимость поднялась на 7% В среднем килограмм сахарапеска в регионе стоит уже 4252 рубМасло подсолнечное подорожало еще на 36% куриные яйца – на 329% творог – на 132%После недельной паузы в рост пошла цена на гречку Она подорожала на 127% и в среднем по области стоит 7414 руб за 1 килограммНовости Волгограда"
"2","Волгоград попал в «пятерку» городов России где будет реализован федеральный проект по модернизации п","Волгоград попал в «пятерку» городов России где будет реализован федеральный проект по модернизации пассажирского транспорта Кроме Волгограда в этот проект попали Саратов Казань Екатеринбург и Тверь Рассматривают еще Нижний Новгород Об этом 13 октября заявил первый заместитель министра экономического развития РФ Андрей Иванов на форуме «Общественный транспорт 2020»В рамках этого проекта планируют закупить для этих городов 845 трамваев 700 троллейбусов и 5 400 автобусовКП Волгоград"
"3","Изза коронавируса волгоградские учреждения общепита потеряли миллиардС начала 2020 года доходы уже у","Изза коронавируса волгоградские учреждения общепита потеряли миллиардС начала 2020 года доходы уже упали на 20% по сравнению с прошлогоднимиКП Волгоград"
"2","В топ10 российских высокооплачиваемых пользователей китайского видеосервиса для коротких роликов Tik","В топ10 российских высокооплачиваемых пользователей китайского видеосервиса для коротких роликов TikTok по версии Forbes вошла 20летняя волгоградка Аня Покровская (Покров) Обновленный рейтинг финансовоэкономический журнал опубликовал на своем сайте 13 октября Блокнот Волгограда"
"2","В Кировском районе Волгограда заканчивают обустройство детского сада на 140 мест Полностью оборудова","В Кировском районе Волгограда заканчивают обустройство детского сада на 140 мест Полностью оборудованное здание а также благоустроенную территорию около него подрядчик планирует сдать уже в ноябре «Городские вести»"
"8","На берегу Волги в районе Винновки весь берег реки усыпан небольшими мёртвыми сомамиv1","На берегу Волги в районе Винновки весь берег реки усыпан небольшими мёртвыми сомамиv1"
"2","В Красноармейском районе Волгограда завершается ремонт улицы Караванной На участке от улицы Панферов","В Красноармейском районе Волгограда завершается ремонт улицы Караванной На участке от улицы Панферова до улицы Николаевской рабочие порядной организации уложили около 1000 тонн асфальтобетонной смесиГородские вестиФото администрация Волгограда"
"8","Волгоградецрецидивист вырастил дома плантацию коноплиЗадержан 30летний ранее судимый житель Советско","Волгоградецрецидивист вырастил дома плантацию коноплиЗадержан 30летний ранее судимый житель Советского района Волгограда дождавшись когда он на их глазах продал сверток с наркотиком покупателю в Ворошиловском районе города  Во время обыска в частном доме наркоторговца оперативники обнаружили расфасованную и приготовленную к сбыту марихуану более 30 кустов конопли а также части наркосодержащего растения общим весом более полутора килограммов  Теперь в отношении местного плантатора конопли заведено уголовное дело за сбыт наркотиков Ему грозит до 15 лет лишения свободыФото ГУ МВД по Волгоградской области Городские вести"
"1","ТОЛСТОВКА ЗА КОММЕНТАРИЙ ОТ ГЕРОЕВ СЕРИАЛА КУХНЯВОЙНА ЗА ОТЕЛЬ  🔥📺С 28 сентября с понедельника по ","ТОЛСТОВКА ЗА КОММЕНТАРИЙ ОТ ГЕРОЕВ СЕРИАЛА КУХНЯВОЙНА ЗА ОТЕЛЬ  🔥📺С 28 сентября с понедельника по четверг в 2000 на СТС идёт финальный сезон любимого сериала «Кухня Война за отель» 40 миллионов россиян следят за сериями многолетнего хита Чем же окончится комедия и в каком новом амплуа предстанет Нагиев?!  🎁Специально к премьере мы разыгрываем толстовку от героев сериала «Кухни Война за отель» Отмечай друзей и выигрывай приз! Будь самым модным этой осенью вместе с СТС!😎  ⚡Условия конкурса⚡  👉🏻Ставь «лайк» этому посту 👉🏻Стань подписчиком [club32822879СТС  Волгоград!] 👉🏻Отметь под этим постом 23 друзей из Волгограда имеющих аккаунт в «ВКонтакте» Количество комментариев неограниченно Победитель будет определен через генератор случайных чисел по комментариям через [club42308677★ Lizaonair] 👉🏻Итоги конкурса 5 октября в 2200 в «СТС Волгоград»  Всем удачи💛 #кухнявойназаотель #кухнястс #сериалкухнянастс #кухнянастсфинал"
"1","Уже сегодня!🔥 Кухня на СТС! Финальный сезон!📺Включай СТС в 2000 и наслаждайся любимой комедией!#кухн","Уже сегодня!🔥 Кухня на СТС! Финальный сезон!📺Включай СТС в 2000 и наслаждайся любимой комедией!#кухнявойназаотель #кухнястс #сериалкухнянастс #кухнянастсфинал"
"1","🔥🔥Нагиев примерит паранджу станет сноубордистом и превратится в затворника Смотри «Кухня Война за от","🔥🔥Нагиев примерит паранджу станет сноубордистом и превратится в затворника Смотри «Кухня Война за отель» 28 сентября в 2000 на СТС!#кухнявойназаотель #кухнястс #сериалкухнянастс #кухнянастсфинал"
"1","🔥Финал любимого сериала от СТС! Не проспи развязку! Смотри «Кухня Война за отель»! Включай СТС 28 се","🔥Финал любимого сериала от СТС! Не проспи развязку! Смотри «Кухня Война за отель»! Включай СТС 28 сентября в 2000!#кухнявойназаотель #кухнястс #сериалкухнянастс #кухнянастсфинал"
"1","😍Идеальный вечер в компании с любимой комедией! Смотри «Кухня Война за отель»! Финальный сезон! С 28","😍Идеальный вечер в компании с любимой комедией! Смотри «Кухня Война за отель»! Финальный сезон! С 28 сентября в 2000 на СТС#кухнявойназаотель #кухнястс #сериалкухнянастс #кухнянастсфинал"
"1","Весёлые упражнения для детей 57 лет","Весёлые упражнения для детей 57 лет"
"1","Приглашаю потанцевать веселые озорные танцы!","Приглашаю потанцевать веселые озорные танцы!"
"1","Родителям на заметку!Нужно ли учить ребенка ДАВАТЬ СДАЧИ?!Осьмак ЕМ","Родителям на заметку!Нужно ли учить ребенка ДАВАТЬ СДАЧИ?!Осьмак ЕМ"
"1","Петухова ЕВКонсультация для родителей","Петухова ЕВКонсультация для родителей"
"1","После 9х игр двух лиг","После 9х игр двух лиг"
"1","Вот так прошла очередная игра Остальные фото в альбоме 😉похоже Гладиаторов в этом сезоне не догнать ","Вот так прошла очередная игра Остальные фото в альбоме 😉похоже Гладиаторов в этом сезоне не догнать уже но за 2 и 3 место бойня будет похоже!!! C 5 по 10 место тоже всё может поменяться!!!2 игры и перекур небольшой возьмем ;)Соберитесь и выдайте Свою игру в Моей игре#МИR"
"1","Вот такие итоги недели! Силы уже кончаютсямозг просит отдыха но пока не закончим сезон остановок не ","Вот такие итоги недели! Силы уже кончаютсямозг просит отдыха но пока не закончим сезон остановок не планирую ;)"
"1","Прошла очередная неделя игр квиза МИR","Прошла очередная неделя игр квиза МИR"
"1","С такими результатами закончилась прошлая неделя","С такими результатами закончилась прошлая неделя"
"1","Итоги очередной игры 1ой лиги","Итоги очередной игры 1ой лиги"
"1","Таблица 2й лиги","Таблица 2й лиги"
"1","Итоги последних игр","Итоги последних игр"
"1","Предрождественская игра двух лиг","Предрождественская игра двух лиг"
"1","Итоги очередной игры перед Вами🥇Гладиаторы 42 баллов!🥈Крылья Советов  39 баллов!🥉Три панды  38 балла","Итоги очередной игры перед Вами🥇Гладиаторы 42 баллов!🥈Крылья Советов  39 баллов!🥉Три панды  38 балла!И напиши Крылья Советов Марию Шарапову  они бы выйграли Но как вышло  так вышлоСпасибо всем за игру и до новых встреч! #еслихочешьигратьиграй #мояигра38 #mygame38"
"1","Сегодня не смотря на сложные и каверзные вопросы во 2 туре и при помощи кроссворда многие догнали Ви","Сегодня не смотря на сложные и каверзные вопросы во 2 туре и при помощи кроссворда многие догнали Виртуальные мозги которые хорошо оторвались в первом туре! И в 3 тур мы зашли с очень близкими результатами А это значит что каждый вопрос был на вес золота В итоге в третьем туре Святые Укупники взяли больше чем Острые козырьки но этого оказалось не достаточно для победы И с перевесом в один балл победили🥇Острые козырьки  46 баллов!🥈Святые Укупники  45 баллов!🥉 Гладиаторы и Три панды  44 балла!🏅Марвел Виртуальные мозги Крылья советов  43 балла!Спасибо всем за игру и до новых встреч! #еслихочешьигратьиграй #мояигра38 #mygame38"
"1","МУРАВЕНИК под названием МОЯ ИГРА reload","МУРАВЕНИК под названием МОЯ ИГРА reload"
"1","Спасибо Вам всем МОЯИГРОВЦЫ  вы супер!!!","Спасибо Вам всем МОЯИГРОВЦЫ  вы супер!!!"
"1","Вот такая замечательная игра прошла в Невском 12112019Ещё раз всем спасибо за поздравления 😉👌🏻 А ито","Вот такая замечательная игра прошла в Невском 12112019Ещё раз всем спасибо за поздравления 😉👌🏻 А итоги вот такие 🥇Птички и 12000 💰🥈Три панды разопьют Киндзмараули🥉Виртуальные мозги будут пить Алазанскую долину"
"1","Спасибо за песню ребятаааа!","Спасибо за песню ребятаааа!"
"1","А вот и результаты третей игры сезона!🥇Первое место и беззаговорочная победа Трех панд  20 баллов ","А вот и результаты третей игры сезона!🥇Первое место и беззаговорочная победа Трех панд  20 баллов в первом туре! Весь кроссворд! И завершающие 13 баллов за третий раунд не оставили противникам шансов на обгон Это одна из лучших их игр! Наши поздравления с первым местом 🥈Также хочу поздравить команду Ника  которая уже на втором месте Еще совсем недавно новички и последние места а теперь они грозные соперники!🥉Третье место завоевывают Птички мозгоклюйки ! Искренне поздравляем с возвращением в тройку лидеров!🏅Поздравляем с первым опытом команду Гриффиндор  Начинать всегда сложно но потом пойдет как по маслу! Теперь у команды Три панды 4 балла при борьбе за первое место А мы уверенны что борьба обязательно будет ведь другие команды так же набирают обороты!🔥 ‼Так же не забывайте о инстаграм конкурсе ведь правила участия очень просты! Все что от вас требуется это📸Выложить фотографию с хештегами #мояигра38 #mygame38 #невский #restaurant_nevskiy #еслихочешьигратьиграй38 #поддержитеотечественногопроизводителя38 📸Отметить нас [club167611350@mygame38] и @restaurant_nevskiy 📸И ожидать результатов которые будут объявлены вечером следующего понедельника!"
"1","Всем привет! Как вы думаете а не замахнуться ли нам на вторую лигу?🤔Количество желающих поиграть рас","Всем привет! Как вы думаете а не замахнуться ли нам на вторую лигу?🤔Количество желающих поиграть растет а Невский не резиновый И сделать как в футболе премьер лигу и высшую лигу Отыграв сезон первые три команды из высшей лиги переходят в премьер лигу а последние три в премьер лиге переходят в высшую лигу Что же вас ждет на нашей игре 💥50 вопросов на разные темы в формате КВИЗА спорт⚽ кино📽 музыка🎤 известные люди🎭  и друге интересные вопросы! 💥Красивые и качественные фото 📷💥Розыгрыш поощрительных призов таких как шампанское🍾  пиво🍻 кружки с символикой игры☕ и многое другое! 💥Серьезный денежный приз который составляет половину от собранных денег а первоначальный взнос всего 300р с человека💰💰💰Новый сезон игры уже начался!Что нужно чтобы принять участие? Собирайте команду от 4 до 8 человек или присоединяйтесь к уже существующим! Эта уникальная возможность хорошо провести время с друзьям или познакомиться с новым интересными людьми! 😄Если есть вопросы  пишите с удовольствием ответим вам![id9585314Александр Носов] [id250162266Вика Мезенцева]  #еслихочешьигратьиграй #мояигра38 #mygame38"
"1","Поздравляем всех с завершением 50ой игры! Атмосфера была очень напряженной! 🤔 Великолепные результат","Поздравляем всех с завершением 50ой игры! Атмосфера была очень напряженной! 🤔 Великолепные результаты у команд! Из 18 команд получилось всего 9 мест Желаем всем только набирать обороты и только вперед!  🍾Сегодня Гладиаторы и Три панды бились за главный приз но удача и знания оказались на стороне Гладиаторов и они вырвали победу!  🍾Вера Павловна во сне обошла Флюид Брейн на повороте! Обе команды молодцы!  🍾Острые козырьки с соком на третьем месте😉 И не забывайте о инстаконкурсе! Мы разыграем 3 литра пива от пивоварни Клеофас + бесплатная игра в квиз Моя игра! Все что нужно для участия это  ✨Сделать пост у себя на страничке  загрузить фото с Моей игры  ✨Быть подписанным и отметить [club167611350@mygame38] и @restaurant_nevskiy  ✨Поставить хештеги  #мояигра38 #mygame38 #невский#restaurant_nevskiy #еслихочешьигратьиграй38#поддержитеотечественногопроизводителя38  В понедельник вечером с помощью генератора случайных чисел будет определен победитель! Всем удачи!  ❗❗❗Конкурс проводится только в Инстаграмме"
"1","С открытием ВТОРОГО сезона Моя Игра reload","С открытием ВТОРОГО сезона Моя Игра reload"
"1","Итоги 1 сезона","Итоги 1 сезона"
"1","Поле 9 игры","Поле 9 игры"
"1","После 8 игры","После 8 игры"
"1","После 7 игры","После 7 игры"
"1","3 сезон 6 игра Итог 🥇Надо подумать  7500 рубликов 🥈Три панды и Новобранцы  бутылочка Кинздмараули и ","3 сезон 6 игра Итог 🥇Надо подумать  7500 рубликов 🥈Три панды и Новобранцы  бутылочка Кинздмараули и Сапирави🥉  Птички мозгоклюйки В вопросе на 1900 победил Евгений с числом 666 Вот и верь потом в приметы!!!Спасибо Шашлыкову за предоставление места для игры [club121753705@vr_angarsk]  за поощрительный подарок"
"1","После 4 игры в 3 сезоне","После 4 игры в 3 сезоне"
"1","3 сезон 2 игра ИтогКак всегда 2 тур внес свои корректировки🥇КоМаНдОс  9000 рубликов🥈Старт Ап  бутыло","3 сезон 2 игра ИтогКак всегда 2 тур внес свои корректировки🥇КоМаНдОс  9000 рубликов🥈Старт Ап  бутылочка кинздмараули🥉Надо подумать  кружка с логотипом Моя ИграВ вопросе на миллион сражались представительницы прекрасно пола от команд КоМаНдОс и Моя любимая команда В итоге Диана вырвала победу и 1900 рубликов ;)Спасибо Шашлыкову за предоставление места для игры [club121753705@vr_angarsk] и @shambeer_hookah_bar  за поощрительные подарки"
"1","Первая Моя Игра Light🥇Моя Любимая команда3500🥈Виртуальные мозгибутылочка географического вина🥉Солянк","Первая Моя Игра Light🥇Моя Любимая команда3500🥈Виртуальные мозгибутылочка географического вина🥉Солянка30 минут игры в виртуальной реальности Спасибо [club121753705VR_Angarsk]"
"1","Ну вот и отыграли 2 сезон 1 место на игре  Надо Подумать2 место у Start Up3 место за Друзья Дру","Ну вот и отыграли 2 сезон 1 место на игре  Надо Подумать2 место у Start Up3 место за Друзья Друзей ДрузяНу а по итогам сезона места выглядели вот так1 Надо подумать 2 Друзья Друзей Друзя3 Крылья Советов 4 Start Up5 Новобранцы"
"1","Любишь спорт так же как я? Приходи и посмотрим на что ты способен!!!Уже заявились матерые любители с","Любишь спорт так же как я? Приходи и посмотрим на что ты способен!!!Уже заявились матерые любители спорта Жарко точно будет"
"1","После 8 игр во 2 сезоне Развязка близится к концу Если будет одинаковое количество баллов будем суди","После 8 игр во 2 сезоне Развязка близится к концу Если будет одинаковое количество баллов будем судить по месту на последней игре Ох и жаркая она будет Так что собираться придется полным составом и впередддд! ;)"
"1","Уже совсем скоро стартует квиз для новичков Моя Игра light!!! Именно здесь на новой площадке новые","Уже совсем скоро стартует квиз для новичков Моя Игра light!!! Именно здесь на новой площадке новые команды будут сражаться только с новичками Это позволит плавно влиться в наши ряды Хорошее настроение позитивные эмоции и хорошие фото на память интересные и современные вопросы реальные и ощутимые призы а не бесполезные фантики вот что Вас ждет!!! Есть 123 места сувениры шампанское сертификаты наших спонсоров и друзей!!!"
"1","Итоги 7 игры 2 сезона 🥇Три Панды 🥈Новобранцы с подмогой из Про100го народа🥉КоМанДоС и Надо ПодуматьД","Итоги 7 игры 2 сезона 🥇Три Панды 🥈Новобранцы с подмогой из Про100го народа🥉КоМанДоС и Надо ПодуматьДенежный приз Мартини Вино Шампанское и приятные ништячки от наших друзей нашли своих обладателей VR_Angarsk30 минут игры в виртуальной реальности Shambeer Shambeer3 сертификата на кружку пива в Баре Спа услуга у @vermillion_red_hair и маникюр у @pollinanail в Салоне Красоты Мишель 85 квл 91 дом @salon_michell_official"
"1","Итоги 6 игры 2 сезона🥇Надо подумать🥈Start Up и КоМаНдОс🥉Хитрый народецДенежный приз вина шампанское ","Итоги 6 игры 2 сезона🥇Надо подумать🥈Start Up и КоМаНдОс🥉Хитрый народецДенежный приз вина шампанское и приятные ништячки от наших друзей нашли своих обладателей[club121753705VR_Angarsk]30 минут игры в виртуальной реальности[id526039004Shambeer Shambeer]3 сертификата на кружку пива в Баре Спа услуга у @vermillion_red_hair и маникюр у @pollinanail в Салоне Красоты Мишель 85 квл 91 дом @salon_michell_official"
"1","После 6 игры","После 6 игры"
"5","Ермак проиграл Ростову по буллитам со счетом 12 ","Ермак проиграл Ростову по буллитам со счетом 12 "
"5","Итоги футбольного турнира Салют CUP Таблица обзор фотоотчет видео пенальти","Итоги футбольного турнира Салют CUP Таблица обзор фотоотчет видео пенальти"
"5","В Ангарске пройдет зимняя велогонка «БАМ Ночная гонка Молодой Луны» ","В Ангарске пройдет зимняя велогонка «БАМ Ночная гонка Молодой Луны» "
"5","Ермак уступил Рубину со счетом 12 Отчет ","Ермак уступил Рубину со счетом 12 Отчет "
"5","Ермак прервал серию поражений обыграв Челмет со счетом 21 ","Ермак прервал серию поражений обыграв Челмет со счетом 21 "
"5","Обзор турнира DODO CUP Статья фото серия пенальти турнирная таблица ","Обзор турнира DODO CUP Статья фото серия пенальти турнирная таблица "
"5","«Ермак» в овертайме проиграл «Зауралью» в выездном матче со счетом 12 ","«Ермак» в овертайме проиграл «Зауралью» в выездном матче со счетом 12 "
"5","Всероссийский день самбо пройдёт в Ангарске 16 ноября ","Всероссийский день самбо пройдёт в Ангарске 16 ноября "
"5","В Иркутской области изменены условия кубковых зачетов Марафонов БАМ ","В Иркутской области изменены условия кубковых зачетов Марафонов БАМ "
"5","Ермак проиграл в домашнем матче ХК Рязань со счетом 14 Отчет ","Ермак проиграл в домашнем матче ХК Рязань со счетом 14 Отчет "
"5","Вторая подряд победа ангарчан Ценг Тоу  Ермак  34 Отчет ","Вторая подряд победа ангарчан Ценг Тоу  Ермак  34 Отчет "
"5","В Ангарске планируют создать региональный центр тяжелой атлетики ","В Ангарске планируют создать региональный центр тяжелой атлетики "
"1","ВНИМАНИЕ РАБОТА НА ДОМУ!!! 💻 Доход от 10004500 рубдень (Не косметика не продажи) Легальный заработок","ВНИМАНИЕ РАБОТА НА ДОМУ!!! 💻 Доход от 10004500 рубдень (Не косметика не продажи) Легальный заработок! 📝 Требования выход в интернет минимум 2 часа свободного времени желание зарабатывать и обучаемость! 📚 Обучение у опытных специалистов компании! 📌 Гарантированный результат!Легальность Отзывы   Инвайт 24340 при регистрации Все вопросы и заявки в личные сообщения ✉🌺 "
"1","Хочешь запустить бизнес но не знаешь с чего начать?Не знаешь как сделать это быстрее лучше и эффекти","Хочешь запустить бизнес но не знаешь с чего начать?Не знаешь как сделать это быстрее лучше и эффективнее?Тогда регистрируйся на БЕСПЛАТНЫЙ мастеркласс«СТАРТАП на 100000 рублей»Регистрируйся ПРЯМО СЕЙЧАС 👉  ☎ 8(9021)680514"
"1","29 октября в Иркутске состоится убойный мастеркласс Как увеличить прибыль в 2 раза?Не упустите воз","29 октября в Иркутске состоится убойный мастеркласс Как увеличить прибыль в 2 раза?Не упустите возможность посетить! БЕСПЛАТНО!Звони прямо сейчас 89021680514Регистрация по ссылке  "
"1","Давно мечтаете о своем деле но не знаете с чего начать?Катастрофически не хватает бизнесзнаний?Захле","Давно мечтаете о своем деле но не знаете с чего начать?Катастрофически не хватает бизнесзнаний?Захлебываетесь в неструктурированном потоке информации?Работаете по 1012 часов чтобы обеспечить достойную жизнь себе и своей семье? Крутитесь как белка в колесе но денег и свободного времени нет?Ищете возможность открыть свой бизнес?Есть решение!Приходи 21 октября в 1800На мастеркласс «Как начать бизнес с нуля?»Регистрируйся 👉 "
"1","Продаю свою Podсистему my bly Она в отличном состоянии в комплекте идёт провод для зарядки 3 целых к","Продаю свою Podсистему my bly Она в отличном состоянии в комплекте идёт провод для зарядки 3 целых картриджа и ватаЦена за всё 1300Торг уместен"
"1","Кальян и вейп за 5кКомплект вейпажижа и зарядка для акума Кальянкалауд немного табака угли чаша и щи","Кальян и вейп за 5кКомплект вейпажижа и зарядка для акума Кальянкалауд немного табака угли чаша и щипцы"
"1","Продам за 2500Мех жижа полная и зарядка для акума","Продам за 2500Мех жижа полная и зарядка для акума"
"1","Обменяю айкос с доплатой 1200рна пасито с жижей","Обменяю айкос с доплатой 1200рна пасито с жижей"
"1","Обмен на любой вэйп желательна с жижей","Обмен на любой вэйп желательна с жижей"
"1","Продам подик Vaporesso OsmallНовый куплен 121020За остальными подробностями в лс)","Продам подик Vaporesso OsmallНовый куплен 121020За остальными подробностями в лс)"
"1","Продам smok vaep Pen 22Цена 1000 интересует обмен","Продам smok vaep Pen 22Цена 1000 интересует обмен"
"1","Обминяюсь на минифит и ещё Клаву отдам","Обминяюсь на минифит и ещё Клаву отдам"
"1","Вейп2000Жижа +вата в подарок","Вейп2000Жижа +вата в подарок"
"1","Продам этих красавцев !Айджаст s за 3000 с дрипкой и с родным бачкомв дрипке  недавно поменены койла","Продам этих красавцев !Айджаст s за 3000 с дрипкой и с родным бачкомв дрипке  недавно поменены койла на 014ом в бачке стоит новый испаритель а также у данного бочка отсутствует дриртип!Минифит продам за 1300 потомучто покупал его 3дня назад а также отдам жижку на 45мг даром !"
"1","181 случай инфицирования за сутки подтвержден в Иркутской области Всего на утро 18 октября в регионе","181 случай инфицирования за сутки подтвержден в Иркутской области Всего на утро 18 октября в регионе  21 828 заражений В Иркутске прирост за сутки составил 64 человек (всего 10 241) в Иркутском районе  13 человек (всего 1 576) в Братске  22 человека (всего 1 034)Умерло от коронавирусной инфекции четверо женщина из Ангарска 1937 года рождения мужчина из Братска 1952 года рождения мужчина из Иркутска 1954 года рождения и женщина из УстьИлимского района 1957 года рождения Всего зафиксировано 309 смертей Умерло от иных не связанных с COVID19 заболеваний  99Выздоровело за время пандемии 18 222 пациента За прошедшие сутки  54#живойангарск"
"2","В рамках национального проекта «Безопасные и качественные автомобильные дороги» в Ангарске в этом го","В рамках национального проекта «Безопасные и качественные автомобильные дороги» в Ангарске в этом году ремонтируют трамвайные пути на пересечении улиц Олега Кошевого и Иркутской Как подчеркивает руководство МУП «Ангарский трамвай» данный участок нуждался в безотлагательном капитальном ремонте в связи со сверхнормативным износом рельсов«Трамвайное полотно протяженностью 208 метров меняют от улицы Чапаева до улицы Московской с заменой асфальтового покрытия рельсошпальной решетки и балласта Ежедневно на этом участке задействовано 3035 человек» – рассказал прораб подрядной организации Сергей ШашковВ связи с работами до 19 октября прекращено движение трамваев по маршрутам № 1 3 6 от остановки «Техникум» до остановок «Сангородок» и «Майский вокзал»Отметим по улице Иркутская ремонт в этом году выполнен от дороги М53 Обновлено 14 километра дорожного полотнаНапомним в текущем году в ремонте находилось 15 участков дорог Ангарска общей протяженностью 208 километра Остались последние штрихи В том числе подрядным организациям до конца октября предстоит сделать ремонт на двух перекрестках с трамвайными путями Работы выполнят на пересечении Ленинградского проспекта и улицы Космонавтов а также улиц Карла Маркса и Файзулина с применением железобетонных резинометаллических плит#ангарск #живойангарск #новостиангарска #ангарскиеновости"
"3","Жителей Иркутской области с марта по октябрь оштрафовали на 365 миллиона рублей за отсутствие масок ","Жителей Иркутской области с марта по октябрь оштрафовали на 365 миллиона рублей за отсутствие масок и несоблюдение социальной дистанции сообщается 17 октября в телеграмканале «Коронавирус Оперштаб Иркутской области»«Физлицам с начала марта выписано 8003 штрафа на сумму 365 миллиона рублей»  говорится в сообщенииЮрлиц оштрафовали на 1 миллион рублей Всего было выписано 67 штрафов#живойангарск"
"8","В Ангарске школьник поджег неэксплуатируемое строение на территории школы №40 Пожар произошел днем 1","В Ангарске школьник поджег неэксплуатируемое строение на территории школы №40 Пожар произошел днем 17 октября Сообщение о возгорании в кирпичном двухэтажном строении поступило в 1641 На момент прибытия пожарных горела шиферная кровля по деревянной обрешёткеВ результате пожара повреждены перекрытия на площади 30 квадратных метров Погибших и травмированных нетПредварительно установлено что причиной пожара стал поджог В рамках проверки по факту пожара дознаватели МЧС России установили предполагаемого виновника Им оказался ученик этой же школы Разобрав кирпичную кладку школьник поджег утеплитель Информация о происшествии передана в полицию для проведения мероприятий#ангарск #живойангарск #новостиангарска #ангарскиеновости"
